Titre;Prix;Lien;Source;Annonce-Detectee;Annonce-Deposee;Marque;Modèle;Année;Kilométrage;Boite_Vitesse;Energie;Localisation;Puissance_Fiscale;Etat_Vehicule;Statut;Description;Options;Nb_Options;Transmission;Date_Reference_Annonce;Age_Annonce_Jours
VOLKSWAGEN VIRTUS;45000.0;https://www.autocentral.tn/#FACEBOOK-1421551890003818;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES CLA 250E;45000.0;https://www.autocentral.tn/#FACEBOOK-122235414650053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BMW 520I F10;45000.0;https://www.autocentral.tn/#FACEBOOK-122235222410053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLE 400E 4MATIC;45000.0;https://www.autocentral.tn/#FACEBOOK-122236748138053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN TIGUAN;45000.0;https://www.autocentral.tn/#FACEBOOK-122235495650053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN GOLF 7.5;45000.0;https://www.autocentral.tn/#FACEBOOK-122234976392053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
LAND ROVER RANGE ROVER SPORT P400E HSE;45000.0;https://www.autocentral.tn/#FACEBOOK-122236597142053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
LAND ROVER RANGE ROVER EVOQUE;45000.0;https://www.autocentral.tn/#FACEBOOK-122234904494053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
SUZUKI SWIFT;25300.0;https://www.autocentral.tn/#FACEBOOK-122236506740053605;autocentral.tn (facebook);2026-08-06;;Suzuki;Swift;;;;;;;;Active;;;;;2026-08-06;8
VOLKSWAGEN GOLF 8;45000.0;https://www.autocentral.tn/#FACEBOOK-122237360066053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
️ CITROEN BERLINGO 3 PLACES ️;45000.0;https://www.autocentral.tn/#FACEBOOK-122236355144053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLE 400E;45000.0;https://www.autocentral.tn/#FACEBOOK-122236674074053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN TIGUAN R-LINE;45000.0;https://www.autocentral.tn/#FACEBOOK-122236051772053605;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BMW 530E LIMOUSINE G60;45000.0;https://www.autocentral.tn/#FACEBOOK-1458717006273237;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
PEUGEOT PARTNER;45000.0;https://www.autocentral.tn/#FACEBOOK-1415553230603684;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MAZDA BT50;45000.0;https://www.autocentral.tn/#FACEBOOK-1440363814789292;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
KIA XCEED;45000.0;https://www.autocentral.tn/#FACEBOOK-122126877069144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
:50.923.847;45000.0;https://www.autocentral.tn/#FACEBOOK-122129386389144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
:53.226.992;45000.0;https://www.autocentral.tn/#FACEBOOK-122129702055144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
FORD KUGA;45000.0;https://www.autocentral.tn/#FACEBOOK-122127226635144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
FIAT 500;45000.0;https://www.autocentral.tn/#FACEBOOK-1106306081724365;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLC 300E 4MATIC;45000.0;https://www.autocentral.tn/#FACEBOOK-1105588295129477;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLE 400E 4MATIC;45000.0;https://www.autocentral.tn/#FACEBOOK-1108248178196822;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
KIA SPORTAGE GT-LINE;45000.0;https://www.autocentral.tn/#FACEBOOK-1106127455075561;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLE 350 E AMG;45000.0;https://www.autocentral.tn/#FACEBOOK-1002648642777632;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
HAVAL H6;45000.0;https://www.autocentral.tn/#FACEBOOK-973864319006903;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
CITROEN DS4;45000.0;https://www.autocentral.tn/#FACEBOOK-1427032242789116;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES C200;45000.0;https://www.autocentral.tn/#FACEBOOK-1475246957965029;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BMW 418 I;45000.0;https://www.autocentral.tn/#FACEBOOK-1475249834631408;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLC 400E;45000.0;https://www.autocentral.tn/#FACEBOOK-1468953251916279;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES C 220;45000.0;https://www.autocentral.tn/#FACEBOOK-1344862397855126;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLC200 COUPÉ EDITION AMG 4MATIC;45000.0;https://www.autocentral.tn/#FACEBOOK-1338320045008391;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BYD SEALION07;45000.0;https://www.autocentral.tn/#FACEBOOK-1383436940496701;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
PORSCHE CAYENNE TURBO-GT;45000.0;https://www.autocentral.tn/#FACEBOOK-1350690193771376;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
HYUNDAI GRAND SANTAFE AWD 7 PLACES;85000.0;https://www.autocentral.tn/#FACEBOOK-1361810696073046;autocentral.tn (facebook);2026-08-06;;Hyundai;Grand Santa Fe;;;;;;;;Active;;;;;2026-08-06;8
MERCEDES C200;45000.0;https://www.autocentral.tn/#FACEBOOK-1418114163680924;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
HYUNDAI I10;45000.0;https://www.autocentral.tn/#FACEBOOK-1426041672888173;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
CITROEN C2;45000.0;https://www.autocentral.tn/#FACEBOOK-1425327609626246;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
CITROËN C3;29108.0;https://www.autocentral.tn/#FACEBOOK-1475440201279038;autocentral.tn (facebook);2026-08-06;;Citroën;C3;;;;;;;;Active;;;;;2026-08-06;8
BMW SERIE 6 645I;45000.0;https://www.autocentral.tn/#FACEBOOK-122294842586203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES CLASSE E200 KIT AMG;45000.0;https://www.autocentral.tn/#FACEBOOK-766085699799238;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
PORSCHE PANAMERA;45000.0;https://www.autocentral.tn/#FACEBOOK-122294840024203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
Toyota Yaris Cross Hybride 1.5 HSD 12V 116 Hybrid E-CVT 90 cv Boîte auto;100000.0;https://www.automobile.tn/fr/occasion/toyota/yaris-cross/129016;automobile.tn;2026-08-06;2026-08-05;Toyota;Yaris Cross Hybride;2026.0;3000.0;Automatique;Hybride essence;Ariana;5.0;;;SUV, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Sièges chauffants, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur Tunis;Affichage tête haute | Android Auto | Apple Carplay | Sièges chauffants | Caméra de recul | Coffre électrique | Accès sans clé;7.0;;2026-08-05;9
Mercedes-Benz Classe C coupé AMG 180 1.8 i 16V 7G-TRONIC+ BlueEFFICIENCY 156 cv Boîte auto;58900.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c-coupe/129015;automobile.tn;2026-08-06;2026-08-05;Mercedes-Benz;Classe C coupé;2012.0;257000.0;Automatique;Essence;Ariana;9.0;;;Coupé, 9 cv, transmission Propulsion Tunis;Alarme anti-intrusion | Instrumentation numérique | Palettes au volant | Sièges électriques | Toit ouvrant | Toit panoramique;6.0;;2026-08-05;9
Audi A4 Design Luxe 1.4 TFSi 16V S-Tronic7 150 cv Boîte auto;58000.0;https://www.automobile.tn/fr/occasion/audi/a4/129014;automobile.tn;2026-08-06;2026-08-05;Audi;A4;2016.0;215000.0;Automatique;Essence;Ben Arous;8.0;;;Berline, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur Tunis;Sièges électriques | Caméra de recul | Toit ouvrant | Accès sans clé;4.0;;2026-08-05;9
MG One Luxury+;85000.0;https://www.automobile.tn/fr/occasion/mg/one/129013;automobile.tn;2026-08-06;2026-08-05;Mg;One;2024.0;15000.0;;Essence;Tunis;10.0;;;2024 MG One BVA Toit Pano 1ére main transfert dossier Leasing CIL 35 000 DT Négociable + 1905Dt x 39mois 27/09/2024 TU246 1.5L Essence 10 CV 45 000 KM Échange possible Disponible sur RDV à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 24111140 / 98759655 Ben Arous;Alarme anti-intrusion | Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Sièges électriques | Caméra de recul | Caméras 360 | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome;12.0;;2026-08-05;9
Toyota Yaris;41000.0;https://www.automobile.tn/fr/occasion/toyota/yaris/129012;automobile.tn;2026-08-06;2026-08-05;Toyota;Yaris;2020.0;85000.0;;Essence;Sfax;4.0;;;;Android Auto | Caméra de recul;2.0;;2026-08-05;9
Mercedes-Benz GLE Coupé AMG Premium Plus 400 e 2.0 Ti 16V 381 EQ Power 4MATIC 9G-TRONIC 252 cv Boîte auto;348000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/129011;automobile.tn;2026-08-06;2026-08-05;Mercedes-Benz;GLE Coupé;2025.0;12000.0;Automatique;Hybride rechargeable essence;Tunis;15.0;;;SUV, 15 cv, transmission Intégrale Ariana;Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Palettes au volant | Sièges chauffants | Sièges électriques | Caméra de recul | Caméras 360 | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé | Suspension pneumatique;14.0;;2026-08-05;9
Honda Civic RS 1.5 i-VTEC 16V Turbo CVT 182 cv Boîte auto;117001.0;https://www.automobile.tn/fr/occasion/honda/civic/129010;automobile.tn;2026-08-06;2026-08-05;Honda;Civic;2024.0;34000.0;Automatique;Essence;Sousse;9.0;;;Berline, 10 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Palettes au volant, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur Ben Arous;Alarme anti-intrusion | Android Auto | Apple Carplay | Palettes au volant | Sièges chauffants | Caméra de recul | Toit ouvrant | Accès sans clé | Conduite semi-autonome;9.0;;2026-08-05;9
KIA Rio 5p SX 1.2 i-CVVT 16V 84 cv;51800.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/129008;automobile.tn;2026-08-06;2026-08-05;Kia;Rio 5p;2020.0;94000.0;;Essence;Tunis;5.0;;;tel 52 259 213 Sousse;Alarme anti-intrusion | Android Auto | Apple Carplay | Caméra de recul | Accès sans clé;5.0;;2026-08-05;9
Mercedes-Benz Classe A AMG 180 1.3 Ti 16V 7G-DCT 136 cv Boîte auto;95000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129007;automobile.tn;2026-08-06;2026-08-05;Mercedes-Benz;Classe A;2018.0;67000.0;Automatique;Essence;Ben Arous;7.0;;;"Mercedes-Benz A180 AMG Premium Plus Disponible à Tunis À vendre : Mercedes A180 Essence Importée de France depuis 06/2024 Boîte automatique – 7 CV Kilométrage : 114 000 km Finition AMG Premium Plus Phares MultiBeam LED adaptatifs Système audio Burmester Surround – 12 haut-parleurs Toit ouvrant panoramique Éclairage d’ambiance 64 couleurs Écran central 10,25” haute résolution Sièges avant électriques avec mémoires Sièges avant chauffants Keyless-Go (accès et démarrage sans clé) Vitres arrière teintées d’origine Seuils de portes éclairés par ""Mercedes-Benz"" Équipements & accessoires inclus Carlinkit Tbox UHD (Android 13, 8 Go RAM, 128 Go, 4G, CarPlay sans fil, Maps Tunisie) Doubles tapis AMG (été / hiver) Tapis de tableau de bord Mercedes Boucle de ceinture Mercedes Entretien à jour: Vidange boîte automatique à 103 000 km par (AGM) Vidange moteur + bougies à 110 000 km par (Mercedes) Polissage & protection Nono-céramique récents Contact : 54 460 339 Tunis";;0.0;;2026-08-05;9
BYD Song Plus 160km;120000.0;https://www.automobile.tn/fr/occasion/byd/song-plus/129006;automobile.tn;2026-08-06;2026-08-05;Byd;Song Plus;2026.0;2000.0;;Hybride rechargeable essence;Siliana;5.0;;;Version Flagship importé autonomie 160km cltc (130km wltp) Bizerte;Alarme anti-intrusion | Instrumentation numérique | Navigation | Palettes au volant | Sièges chauffants | Sièges ventilés | Sièges électriques | Caméra de recul | Caméras 360 | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome | Suspension pneumatique;15.0;;2026-08-05;9
KIA Sportage GT-Line 1.6 CRDi VGT 16V 4x2 DCT7 136 cv Boîte auto;90000.0;https://www.automobile.tn/fr/occasion/kia/sportage/129017;automobile.tn;2026-08-06;2026-08-05;Kia;Sportage;2019.0;88000.0;Automatique;Diesel;Sfax;7.0;;;2019 Kia Sportage Gt-Line BVA Toit Pano 85 000 DT Négociable 18/04/2019 TU239 1.6L Diesel 7 CV 145 000 KM Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 98759655 / 24111140 Ben Arous;Apple Carplay | Navigation | Palettes au volant | Sièges chauffants | Sièges électriques | Caméra de recul | Caméras 360 | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome | Suspension pneumatique;13.0;;2026-08-05;9
Ford Focus Titanium 1.0 SCTi 12V EcoBoost S&S 125 cv;37000.0;https://www.automobile.tn/fr/occasion/ford/focus/129005;automobile.tn;2026-08-06;2026-08-05;Ford;Focus;2018.0;240000.0;;Essence;Ben Arous;6.0;;;Ford focus 1ere main Sfax;Caméra de recul;1.0;;2026-08-05;9
Hyundai i20 GLS Plus 1.2 L 76 cv;62000.0;https://www.automobile.tn/fr/occasion/hyundai/i20/129003;automobile.tn;2026-08-06;2026-08-05;Hyundai;i20;2025.0;16700.0;;Essence;Tunis;4.0;;;Prix : 58.000 DT Possibilité D'échange HYUNDAI GRAND i20 Modele : 09 / 2025 Kilométrage : 13 000 km Puissance fiscale : 4 cv Energie : Essence Boite Manuelle Camera Climatronic Volant multifonction Vitres électriques Compteur digital ------------------------------------ Expert AUTO 24 194 040 Ariana;Alarme anti-intrusion | Android Auto | Apple Carplay | Caméra de recul;4.0;;2026-08-05;9
Ssangyong Tivoli Confort Plus 160 1.6 e-XGi 16V 2WD 128 cv Boîte auto;55700.0;https://www.automobile.tn/fr/occasion/ssangyong/tivoli/129002;automobile.tn;2026-08-06;2026-08-05;Ssangyong;Tivoli;2016.0;67000.0;Automatique;Essence;Monastir;8.0;;;Voiture bien entretenu mécanique et carrosserie Sfax;Alarme anti-intrusion | Instrumentation numérique | Sièges chauffants | Caméra de recul | Toit ouvrant | Accès sans clé | Conduite semi-autonome;7.0;;2026-08-05;9
BMW Série 5;65000.0;https://www.automobile.tn/fr/occasion/bmw/serie-5/129000;automobile.tn;2026-08-06;2026-08-05;Bmw;Série 5;2013.0;270000.0;;Essence;Sfax;11.0;;;2013 BMW 520i F10 BVA Toit ouvrant 79 500 DT Négociable 13/09/2013 TU168 2L Essence 10 CV 179 000 KM Échange possible Disponible sur RDV à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 98759655 / 24111140 Ben Arous;;0.0;;2026-08-05;9
KIA Rio 5p GT-Line 1.2 i-CVVT 16V ISG 84 cv;55000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/128998;automobile.tn;2026-08-06;2026-08-04;Kia;Rio 5p;2021.0;105000.0;;Essence;Tunis;5.0;;;À vendre : Kia Rio GT Line 2021 – Excellent état Je mets en vente ma Kia Rio GT Line, mise en circulation en 2021, en excellent état. Caractéristiques : • Modèle : Kia Rio GT Line • Année : 2021 • Couleur : Noir • Motorisation : Essence 1.2 L • Boîte de vitesses : Manuelle • Kilométrage : 127 000 km • Puissance fiscale : 5 CV • Première main • Propriétaire non-fumeur Le véhicule est très bien entretenu, propre et en excellent état, aussi bien à l'intérieur qu'à l'extérieur. Prix : 55,000 TND Tel : 58482409 Ariana;Android Auto | Apple Carplay | Caméra de recul | Accès sans clé;4.0;;2026-08-04;10
KIA Rio 5p EX 1.2 i-CVVT 16V 84 cv;47500.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/128997;automobile.tn;2026-08-06;2026-08-04;Kia;Rio 5p;2020.0;131000.0;;Essence;Ariana;5.0;;;;Caméra de recul | Accès sans clé;2.0;;2026-08-04;10
Nissan Juke Tekna 1.0 DIG-T 12V 7DCT 117 cv Boîte auto;71000.0;https://www.automobile.tn/fr/occasion/nissan/juke/128904;automobile.tn;2026-08-06;2026-08-04;Nissan;Juke;2022.0;94000.0;Automatique;Essence;Ben Arous;6.0;;;A vendre nouvelle Juke , en très bon état, toutes options de couleur noire avec boite automatique, cuir alcantara, jaute 19, caméra 360°, état impeccable. Prix négociable. Tunis;Alarme anti-intrusion | Android Auto | Palettes au volant | Caméra de recul | Caméras 360;5.0;;2026-08-04;10
Porsche Cayenne GTS 3.6 Turbo V6 AWD 32V Tiptronic S 440 cv Boîte auto;158000.0;https://www.automobile.tn/fr/occasion/porsche/cayenne/128874;automobile.tn;2026-08-06;2026-08-04;Porsche;Cayenne;2017.0;138000.0;Automatique;Essence;Monastir;;;;SUV, 15 cv, transmission Intégrale, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Palettes au volant, Sièges électriques, Vitres teintées, Volant multi-fonctions, Volant réglable hauteur/profondeur Tunis;Alarme anti-intrusion | Palettes au volant | Sièges électriques | Coffre électrique | Suspension pneumatique;5.0;;2026-08-04;10
MG ZS Confort Plus 1.5 L BVM 114 cv;55500.0;https://www.automobile.tn/fr/occasion/mg/zs/128996;automobile.tn;2026-08-06;2026-08-04;Mg;ZS;2020.0;172000.0;;Essence;Ariana;7.0;;;À vendre – MG ZS en très bon état Je mets en vente ma MG ZS, affichant 126 000 km, en très bon état général. Le véhicule a été soigneusement entretenu et est parfaitement fonctionnel. Il offre une conduite confortable, une excellente tenue de route et constitue un excellent choix pour un usage quotidien comme pour les longs trajets. Ben Arous;Caméra de recul;1.0;;2026-08-04;10
Audi A4 Design 1.4 TFSi 16V 150 cv;50000.0;https://www.automobile.tn/fr/occasion/audi/a4/128995;automobile.tn;2026-08-06;2026-08-04;Audi;A4;2016.0;220000.0;;Essence;Ariana;8.0;;;Bonjour Je mets en vente ma voiture Audi A4 1.8 TFSI année 2016 pour cause de départ à l’étranger. Véhicule 2 ème main, acheté il y a 4 ans, soigneusement entretenu, en très bon état, avec un suivi régulier. 4 Pneus neufs Michelin (remplacés il y a 2 mois) Aucun frais à prévoir. Tunis;Sièges électriques;1.0;;2026-08-04;10
Suzuki Swift GL 1.2 L 85 cv;41000.0;https://www.automobile.tn/fr/occasion/suzuki/swift/129004;automobile.tn;2026-08-06;2026-08-05;Suzuki;Swift;2023.0;78000.0;;Essence;Bizerte;5.0;;;2022 Suzuki Swift GL BVM5 41500 DT Négociable 10/11/2022 TU 233 1.2L Essence 5 CV 103 000 KM Entretien a jour Échange possible Disponible à notre showroom Ennaser Route X20 Contactez le : 22801802 / 25551771 Ariana;;0.0;;2026-08-05;9
Volkswagen Polo 1.4 i 16V 85 cv;30000.0;https://www.automobile.tn/fr/occasion/volkswagen/polo/129018;automobile.tn;2026-08-06;2026-08-05;Volkswagen;Polo;2002.0;110000.0;;Essence;Ariana;5.0;;;2:48 PM Volkswagen Polo III à vendre Volkswagen Polo III, mise en circulation en décembre 1999, moteur 1.0 essence, boîte manuelle, 4 CV fiscaux, 300 000 km. 1ère main, équipée d’une installation gaz, 5 places, intérieur noir en similicuir. Voiture bien entretenue et en bon état général. Prix : 16 000 DT, négociable. Visible à Sfax. Sfax;;0.0;;2026-08-05;9
Chery QQ Populaire 1.0 69 cv;25000.0;https://www.automobile.tn/fr/occasion/chery/qq/129019;automobile.tn;2026-08-06;2026-08-05;Chery;QQ;2019.0;6500.0;;Essence;Ariana;4.0;;;Année : 07/2017 Essence 5CV Fiscaux non populaire km : 123 000 Options : 1ere main Climatiseur Anti Brouillard 4 Vitres électrique Fermeture centrale Assisté Airbag 4Jantes allu 4 roues Bavures date fabrication 2024 Double clé dispo a soukra Aucune dépense a prévoir karahba ndhifa Ariana;;0.0;;2026-08-05;9
Ford Ecosport Trend 1.5 Duratec 16V 112 cv Boîte auto;55000.0;https://www.automobile.tn/fr/occasion/ford/ecosport/129021;automobile.tn;2026-08-06;2026-08-05;Ford;EcoSport;2016.0;131000.0;Automatique;Essence;Ariana;6.0;;;SUV, 7 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Navigation, Sièges réglables en hauteur, Volant réglable hauteur/profondeur Ariana;;0.0;;2026-08-05;9
Volkswagen T-roc R-line 1.5 TSI 16V BMT DSG7 150 cv Boîte auto;67500.0;https://www.automobile.tn/fr/occasion/volkswagen/t-roc/129045;automobile.tn;2026-08-06;2026-08-05;Volkswagen;T-Roc;2026.0;0.0;Automatique;Essence;Tunis;7.0;;;SUV, 6 cv, transmission Traction Ariana;;0.0;;2026-08-05;9
BYD Seal 160 D-MI;67500.0;https://www.automobile.tn/fr/occasion/byd/seal/129044;automobile.tn;2026-08-06;2026-08-05;Byd;Seal;2026.0;0.0;;Hybride rechargeable essence;Tunis;7.0;;;;;0.0;;2026-08-05;9
Citroën C-Elysée 1.2 Puretech 12V 83 cv;24500.0;https://www.automobile.tn/fr/occasion/citroen/c-elysee/129043;automobile.tn;2026-08-06;2026-08-05;Citroën;C-Elysée;2019.0;208000.0;;Essence;Jendouba;5.0;;;Citroën C-Elysée à vendre Citroën C-Elysée 1.2 VTi Feel essence, mise en circulation en mars 2018, boîte manuelle, 5 CV, 63 808 km. 1ère main, en très bon état, 5 places, vitres électriques avant et radar de recul. Prix : 32 000 DT, négociable. Visible à Sfax. Sfax;;0.0;;2026-08-05;9
Skoda Karoq 1.0 TSI 12V 4x2 110 cv;78000.0;https://www.automobile.tn/fr/occasion/skoda/karoq/129042;automobile.tn;2026-08-06;2026-08-05;Škoda;Karoq;2021.0;35000.0;;Essence;Monastir;6.0;;;;;0.0;;2026-08-05;9
